,pg_losses,entropy_losses,value_losses
0,-0.010307667421875522,-7.093473052978515,671.2267842610677
1,-0.006917313154553994,-7.087415027618408,534.7403259277344
2,-0.009792949270073828,-7.085382254918416,426.72938028971356
3,-0.012933163319636757,-7.080232095718384,500.28684895833334
4,-0.013055123545927926,-7.078908681869507,803.8741516113281
5,-0.00814920749301867,-7.078162717819214,628.6370930989583
6,-0.015391411484840016,-7.0649847984313965,62.38189010620117
7,-0.017867568228393794,-7.039888302485148,37.43232091267904
8,-0.023058406465376418,-7.018702141443888,17.178528340657554
9,-0.018095781654119493,-7.002948919932048,19.965037631988526
10,-0.00898757246710981,-6.978669993082682,34.72819964090983
11,-0.011498016910627485,-6.95590189297994,87.36455993652343
12,-0.011523736796031395,-6.952449989318848,75.54393590291342
13,-0.00985858942149207,-6.950937763849894,73.42724952697753
14,-0.016161731129977853,-6.94580454826355,38.33689626057943
15,-0.010157779567331696,-6.933887020746867,30.125403086344402
16,-0.010060873242764501,-6.906933116912842,233.99413604736327
17,-0.006904154560470488,-6.900276120503744,328.14234517415366
18,-0.014402335998602212,-6.89550355275472,7.949340804417928
19,-0.016560544756551585,-6.894338591893514,5.028526814778646
20,-0.009310417513673504,-6.890027475357056,2.9073828856150308
21,-0.016639422243072962,-6.873576482137044,3.704019061724345
22,-0.005430550134042278,-6.847260332107544,13.523376750946046
23,-0.0013838202644061918,-6.84492351214091,51.48776626586914
24,-0.004206123191761435,-6.845155890782674,41.80713863372803
25,-0.0023471601874916815,-6.845197184880575,45.43432401021322
26,-0.008234608664861299,-6.844179852803548,23.897798411051433
27,-0.006558326471592105,-6.842766793568929,12.587586530049641
28,-4.181674036469e-05,-6.842433102925619,149.0767499287923
29,-0.001531647223722151,-6.842430543899536,300.0163126627604
30,-0.015098254592157901,-6.833510605494181,13.506947135925293
31,-0.008705240433725218,-6.80304970741272,7.701891342798869
32,-0.0027441949476875987,-6.791785351435343,10.193292061487833
33,-0.005789721311157336,-6.789611530303955,6.874819231033325
34,-0.012323673218876745,-6.785495106379191,6.387615728378296
35,0.011521923805897434,-6.785405921936035,43.93559163411458
36,-0.007853213780132743,-6.7865612506866455,31.83139165242513
37,-0.007738563185557723,-6.785430240631103,28.22187697092692
38,-0.005771566778033351,-6.784325313568115,17.770052337646483
39,-0.007976921680013523,-6.783769941329956,3.921144890785217
40,0.0005296721630050645,-6.784795522689819,99.64145889282227
41,-0.0010103895593298754,-6.78493857383728,276.2167017618815
42,-0.012003697647014634,-6.78207041422526,28.76955623626709
43,0.0020159610732662257,-6.775976037979126,12.630778662363689
44,-0.0031459753180873426,-6.773615185419718,18.522259012858072
45,-0.006940527794601318,-6.773026911417643,11.185569715499877
46,-0.0046600632112358655,-6.773723220825195,5.713158988952637
47,-0.006318605695075045,-6.780667130152384,29.589326286315917
48,-0.00597698322380893,-6.78460251490275,29.786590830485025
49,-0.006633008665085071,-6.7884823481241865,26.483134841918947
50,-0.005462210159748793,-6.789586146672566,14.858834330240885
51,-0.011945663598210862,-6.791544628143311,2.298576883474986
